ticker,controversy,environment,social,governance,human_rights,workforce,product_responsibility,shareholders,community
MA,36.2698,60.507,67.7408,62.8215,52.5795,88.9042,32.0393,30.734,90.4629
MAA,100.0,38.9998,59.5253,70.382,18.7936,54.1782,64.6893,82.2943,69.3088
MAR,42.9442,76.7356,77.702,65.847,92.3188,91.0826,57.3891,47.7378,90.5291
MAS,98.0404,61.0443,62.8108,66.3455,56.4712,53.2543,69.3875,46.0536,76.8897
MCD,4.8811,80.4499,78.9614,50.4369,64.7754,64.4093,93.7532,34.4859,76.7819
MCHP,99.8406,58.7517,64.8962,59.26,76.702,48.4211,59.1667,47.1645,68.3217
MCK,55.1195,58.3915,60.229,68.5945,24.4966,75.5893,66.0687,89.7768,82.6346
MCO,89.265,49.3047,57.445,79.3975,26.7031,82.5948,25.9027,81.0598,94.8313
MDLZ,43.3922,84.2424,81.7067,53.1635,63.2558,87.0942,92.7473,78.0537,83.8745
MDT,40.9435,74.212,87.1846,51.1033,81.4115,98.8305,76.2794,51.8588,97.3097
MET,64.2209,77.8715,68.7698,39.8147,13.0245,64.8319,79.8811,27.0848,97.6597
META,6.3799,42.7667,58.5142,44.8559,41.9296,83.2792,41.5136,0.5671,66.4708
MGM,66.3241,80.2198,48.3989,65.8931,32.1121,75.3532,17.2014,74.6778,93.3252
MHK,92.5699,46.7222,62.1106,56.7269,65.1813,55.5721,46.0182,66.412,81.8424
MKC,99.2457,75.8131,59.96,63.008,38.89,61.1114,59.572,30.4882,88.6137
MKTX,100.0,18.605,65.488,49.9774,49.3748,68.1101,44.5417,82.9508,77.7842
MLM,100.0,15.8793,33.5315,85.3241,17.7632,22.6569,29.1301,74.9155,72.6353
MMC,87.4787,37.0802,54.7423,52.7165,34.4697,59.0208,34.0123,53.9495,78.7835
MMM,43.8223,86.1839,94.0987,79.7883,91.8086,94.1986,94.3505,64.4833,97.871
MNST,97.6277,13.8836,35.0156,44.5318,57.4449,18.9201,23.0332,19.1564,32.3367
MO,48.9564,83.9875,88.6349,73.4858,88.3289,91.6729,84.5554,83.9395,91.5209
MOH,100.0,22.7106,33.1784,58.9161,23.6548,25.6147,14.4659,52.3701,67.3985
MOS,90.5265,48.7524,74.9783,83.6189,65.2361,75.8825,73.279,58.1357,95.0087
MPC,68.2483,61.0305,74.5532,68.3122,79.1596,61.077,85.2106,80.4352,77.7028
MPWR,100.0,14.6498,36.361,47.2226,30.0319,30.5595,38.3548,65.5798,52.4315
MRK,54.0246,77.5874,90.3531,55.0517,74.3164,97.0608,96.6366,66.7216,99.2261
MRNA,55.183,65.7286,66.0906,64.8602,26.7877,91.3025,46.1939,13.9534,77.3942
MRO,91.7952,52.479,69.5989,87.018,57.3639,86.4985,49.9394,61.6938,83.6019
MS,15.6308,82.9833,73.2139,53.9742,72.609,65.1062,45.5262,90.0367,94.588
MSCI,97.0516,41.1294,50.0921,52.724,68.4102,42.1361,26.025,63.4256,52.9198
MSFT,11.7811,77.3056,92.3643,92.2548,91.3962,96.7447,93.3724,79.1647,90.041
MSI,74.2826,65.3562,84.9714,81.05,89.37,88.5212,70.9409,92.52,96.403
MTB,80.027,33.7421,50.1974,64.0645,0.0,64.5514,36.855,62.0827,77.1735
MTCH,59.7517,14.5759,46.5752,24.7187,52.6261,23.3383,67.74,64.1826,39.0906
MTD,100.0,57.5989,51.9643,77.5639,29.7824,60.7498,83.6375,64.8661,33.9965
MU,72.831,53.5059,67.8744,60.089,67.8193,81.4734,34.5493,66.9356,85.6596
NCLH,89.0777,60.0838,60.5077,38.8378,57.283,53.1734,61.1855,72.3353,68.4684
NDAQ,87.4601,42.3112,69.4321,73.9292,69.96,72.4665,37.2436,18.8005,84.0663
NDSN,100.0,39.2485,55.996,45.6896,52.5135,34.0186,44.6898,38.1588,88.3093
NEE,80.3658,74.5765,70.1728,73.6063,63.9022,70.1123,70.7955,55.1093,74.9065
NEM,85.5243,84.0771,77.2921,96.787,66.9113,95.2627,26.3086,93.5477,95.7885
NFLX,39.1436,13.1674,29.4203,25.6084,14.4915,39.9305,30.1751,40.326,30.1086
NI,71.3811,54.4911,53.9437,87.3417,22.838,54.4564,74.618,69.6041,74.0648
NKE,46.0102,79.9858,76.7488,49.771,67.1939,75.6144,86.4302,68.2858,80.241
NOC,90.3064,72.8073,80.9849,63.3793,83.2801,84.9622,53.9793,67.1234,91.798
NOW,95.1367,22.6052,50.1394,33.0799,26.1918,65.8833,32.9295,63.6922,65.2541
NRG,90.8554,77.2161,59.0231,76.7457,56.4161,63.0926,17.2029,52.0243,80.0967
NSC,62.1621,72.3754,55.0496,69.776,0.0,75.1752,25.5344,70.6252,96.5383
NTAP,94.6203,42.2074,50.6845,68.3907,46.7453,29.5859,52.6605,54.1557,80.4552
NTRS,97.7282,59.6673,77.2145,53.7204,64.3619,78.2119,44.0173,82.9504,96.6922
NUE,98.4691,50.8078,58.2724,48.0727,65.9743,35.5011,63.6865,38.8195,73.3602
NVDA,64.4033,66.9895,69.2976,84.4605,47.5544,92.2996,67.4452,71.1169,83.8357
NVR,100.0,3.8241,19.8225,68.9438,0.0,29.7815,19.4738,76.6147,40.9325
NWS,37.9414,49.5677,41.2257,69.2856,9.1796,39.7619,33.0427,22.9941,78.0729
NWSA,37.9414,49.5677,41.2257,69.2856,9.1796,39.7619,33.0427,22.9941,78.0729
NXPI,93.4645,65.8254,75.497,74.8105,90.8834,66.8779,63.0606,81.0532,70.1498
O,100.0,68.3665,57.4001,75.3799,39.1236,68.2211,36.2037,46.8644,64.9065
ODFL,93.823,28.8405,38.3941,39.358,21.2403,26.5159,21.858,42.0763,80.7877
OKE,99.6109,64.3988,59.7033,58.6536,25.8739,83.6635,44.04,73.099,92.3878
OMC,99.2933,45.7629,54.0996,72.9525,35.6088,56.0392,46.4788,79.0418,76.1945
ON,100.0,56.3306,79.9718,63.5023,83.8576,76.9499,79.8639,41.6465,76.5607
ORCL,57.2859,76.2146,70.5142,27.0556,67.8802,83.7245,32.7211,36.8801,93.3381
ORLY,98.6518,9.5364,35.0353,59.1367,7.0628,53.0471,25.5758,55.7371,46.2382
OTIS,100.0,45.096,60.7712,89.1087,41.1636,42.3968,83.3952,84.247,77.884
OXY,75.3417,55.9659,78.5545,72.1525,78.9869,71.4155,89.1887,76.8732,80.2478
PANW,95.0109,24.1296,55.302,20.4848,85.1933,59.855,33.1663,20.3137,57.5294
PARA,58.9111,47.7351,62.8098,47.3503,47.7126,75.3642,47.76,10.1957,81.0208
PAYC,78.7618,15.6545,61.3031,30.3099,7.2617,67.5772,80.4303,20.5408,66.0696
PAYX,99.9153,40.1568,48.9297,45.6329,27.9189,62.1523,25.3743,82.1186,79.5161
PCAR,95.4317,73.0861,46.8413,55.9493,34.2633,27.3245,38.5929,35.1301,85.2468
PCG,15.8638,85.3597,87.1792,70.3585,70.5264,94.7329,89.3435,59.3205,87.8723
PEAK,100.0,76.741,81.1594,77.1481,75.1189,71.5787,81.1977,78.9187,91.4437
PEG,93.8508,68.7127,54.5264,63.1799,26.0725,70.5033,50.7517,58.2469,70.921
PEP,59.271,78.0939,84.2798,91.8585,76.2604,91.5374,80.2687,74.318,95.5257
PFE,23.6953,75.5382,81.9006,60.2231,76.3702,84.4363,74.7316,65.2552,93.4183
PFG,99.8576,79.2281,70.2856,44.9654,42.9081,74.1777,44.8216,46.164,92.8043
PG,48.7847,76.8369,67.0661,48.7776,73.0567,74.4831,56.7944,68.2495,67.6978
PGR,100.0,15.9034,55.0007,61.8661,0.0,78.2044,35.0372,65.0757,78.4478
PH,86.3129,64.2444,55.2921,46.8685,64.2289,43.4155,37.6443,58.7931,70.5404
PHM,81.4624,37.155,45.2549,66.0794,37.5109,48.9059,23.1974,63.8143,75.6868
PKG,78.542,64.3852,50.399,70.9292,53.1493,30.3489,67.9541,85.3812,51.5711
PLD,100.0,73.5595,76.6488,69.9428,47.9561,69.5911,65.8535,84.5515,96.2892
PM,40.9355,86.3713,80.9243,71.4247,89.5577,89.4568,64.378,83.48,83.5429
PNC,82.489,65.5885,70.9214,82.7148,19.407,78.8548,71.073,87.4863,99.3284
PNR,98.7485,61.6446,61.0532,36.9698,63.722,49.2746,40.9483,27.2988,86.0383
PNW,100.0,72.8471,62.9644,54.1778,35.1653,55.2497,69.0202,39.3332,93.1422
PODD,83.4156,36.7026,52.4006,65.5387,12.1481,59.2877,67.1377,76.6508,69.8032
POOL,100.0,13.514,32.0011,77.2488,21.4568,39.2829,16.7852,79.9074,63.8203
PPG,88.2267,80.3719,65.5229,72.9938,61.6271,69.9307,43.2192,76.4532,89.0623
PPL,85.2848,39.5887,57.8842,69.0447,52.1175,50.8438,56.741,67.434,74.8711
PRU,87.3287,80.0237,73.1103,56.7366,7.8957,82.1923,79.3972,68.8963,97.2191
PSA,100.0,37.0791,48.025,43.5449,1.6968,52.0044,51.739,48.9934,51.0343
PSX,61.0406,73.6702,62.6394,64.2028,47.3024,66.2664,75.0102,68.8312,77.7948
PTC,100.0,4.5273,40.7022,52.9761,8.7148,54.7281,32.0801,24.8947,53.5085
PWR,98.8521,27.7439,38.8847,67.7869,38.7118,28.8462,20.4293,52.2967,61.0159
PXD,99.122,23.7339,39.3079,71.3967,8.7306,62.5312,20.167,66.5311,79.7791
PYPL,48.6922,54.9337,70.4073,77.0789,67.8622,83.8068,27.9923,91.423,91.5395
QCOM,19.9414,64.5712,77.5249,53.2023,80.6667,83.3707,65.6909,65.4074,76.9811
QRVO,100.0,43.1596,51.8786,68.4791,31.2194,60.1833,64.3665,91.1229,67.0266
RCL,88.8993,75.7165,75.3874,74.9598,70.61,77.7972,71.1604,68.1953,84.649
REG,99.5497,64.9295,77.2742,66.0804,37.1871,79.4217,68.473,53.693,89.1191
REGN,92.1339,57.9859,83.9899,28.5582,50.8671,87.4742,76.2657,19.7315,95.7332
RF,87.5598,56.5847,59.6867,60.2714,29.5897,54.4248,70.1646,57.1164,84.4997
RHI,94.5572,47.982,63.5262,70.9753,56.2399,74.5062,32.5424,86.7242,85.1092
RJF,82.0176,44.691,58.9993,54.5977,25.339,45.2849,44.886,62.6177,84.23
RL,89.0234,64.6241,63.4298,48.882,50.408,59.8746,70.6463,2.0516,79.6723
RMD,98.6754,63.8621,76.8392,54.8372,65.1997,80.9554,74.1576,86.7482,88.6097
ROK,99.8091,58.3937,58.2492,34.5501,33.0529,80.6614,36.9315,54.4671,90.4514
ROL,100.0,3.1358,30.3785,27.3099,0.0,25.1472,27.367,36.8847,73.7493
ROP,99.2726,40.6657,45.5304,60.5018,45.6213,28.5773,31.1735,49.0647,63.6513
ROST,93.579,38.7458,50.6057,50.4988,49.3702,48.6956,36.7361,8.4961,65.8201
RSG,92.6765,75.7977,54.5564,76.8058,30.5527,73.124,19.6042,70.4531,92.2816
RTX,52.659,70.8915,60.2455,68.9367,32.7277,69.5214,81.6209,36.7091,75.2441
RVTY,92.0081,56.8015,67.4445,60.3183,47.9367,84.3807,71.0437,66.9915,69.9313
SBAC,100.0,38.658,55.5361,52.9967,18.5713,78.169,35.1098,63.042,55.0454
SBUX,42.2398,80.7475,70.1925,56.1623,77.5375,70.2713,67.4628,73.9921,69.1589
SCHW,71.8025,22.533,62.878,46.1569,0.0,50.8048,46.3195,41.4272,93.9433
SEDG,70.3476,58.1818,67.555,81.2472,63.997,69.9445,50.6225,52.3068,76.9925
SEE,83.4316,45.6817,34.9919,69.7855,34.1002,35.1225,14.0042,73.089,56.2136
SHW,79.0281,72.1538,60.6966,79.177,58.0312,56.2244,54.7371,55.8228,76.7327
SJM,94.4192,56.1051,68.3125,60.4036,61.0664,56.4744,86.1101,20.7719,65.9651
SLB,78.2903,77.9171,69.8541,75.1772,58.873,84.232,23.8051,64.1645,91.6598
SNA,100.0,23.0127,49.8493,55.5698,60.8025,53.3867,38.4695,47.8812,44.4966
SNPS,94.4373,40.2802,54.5464,63.5099,43.1023,56.621,31.8771,80.1351,74.8147
SO,77.3333,56.5131,56.5334,78.285,18.5834,53.9867,57.9122,96.4173,89.8864
SPG,97.3393,58.5323,64.2483,60.5839,6.7505,62.4672,40.2714,73.0267,93.4244
SPGI,73.7658,74.2399,81.8819,77.6265,69.9175,93.4349,77.1184,71.1063,89.3348
SRE,72.2235,67.0833,73.9344,66.3031,73.131,80.2793,51.7171,79.8096,84.4239
STE,100.0,47.066,76.1503,16.6616,74.885,68.4903,93.7579,17.432,62.0317
STLD,97.575,47.9199,33.9375,66.5979,11.7764,36.6033,51.916,68.8317,66.0042
STT,83.4029,85.7977,80.4424,84.74,90.9203,90.1923,44.4559,64.2746,89.7397
STX,80.4285,43.7322,65.2875,52.3338,71.0631,78.6917,38.5884,32.7137,70.3606
STZ,77.2588,34.5694,46.5316,21.07,14.2647,31.4946,78.6042,21.4124,76.3685
SWK,71.3519,63.7093,68.021,41.1423,76.2341,60.9232,57.7792,10.0592,73.4026
SWKS,100.0,41.6017,51.1316,65.7923,53.538,55.6485,35.1504,59.4504,57.5869
SYF,98.0332,18.9617,67.5673,63.5561,54.1295,66.6797,71.0002,91.2047,77.2203
SYK,67.7704,28.1131,58.5604,77.9118,38.301,69.7436,43.7594,50.9642,88.1938
SYY,76.3444,68.8556,68.9147,64.6285,64.3805,67.1967,74.2764,48.352,67.3752
T,8.5509,76.1374,77.4349,45.195,62.1599,84.285,77.8606,33.7092,90.4625
TAP,64.6482,59.492,63.8901,60.0038,57.3897,71.7359,65.6032,45.5779,63.2711
TDG,98.7482,16.8611,29.4408,42.8259,10.9571,26.5725,58.1012,20.4118,39.0794
TDY,100.0,19.1331,39.6402,57.0674,38.7339,39.3785,20.9193,49.5319,48.2575
TECH,100.0,24.3507,78.0796,56.6113,56.9215,70.8138,88.3719,64.5004,77.0646
TEL,98.6566,54.9385,71.5438,65.9934,77.262,80.7117,37.7574,47.4301,88.8816
TER,100.0,26.8226,57.2435,56.6562,46.8782,69.4642,54.134,63.4975,64.9566
TFC,88.2567,18.3535,57.7002,65.8436,2.4628,62.1542,67.3813,49.527,87.6641
TFX,91.4809,32.4899,74.366,47.7035,66.2762,71.8433,72.0085,25.366,87.1767
TGT,34.9995,89.7425,88.9772,70.4021,67.3355,87.2454,89.9228,55.1675,98.1999
TJX,81.6726,77.9396,81.0705,36.8368,85.8337,91.7314,66.0179,55.4292,83.6821
TMO,90.0163,65.3516,74.7686,54.1197,59.4021,81.8507,74.5897,49.1401,85.0384
TMUS,45.4258,54.7681,50.0348,33.8542,56.2408,45.2791,30.5046,26.3543,83.9328
TPR,99.0897,57.3643,69.3823,42.3457,56.8965,76.7282,55.0784,55.6926,84.3476
TRGP,99.5721,51.9833,37.4684,53.7977,5.5098,56.7181,23.101,51.2491,72.2074
TRMB,100.0,48.735,61.9359,41.8483,55.85,46.8244,75.4757,40.6511,61.2414
TROW,100.0,50.4915,66.1552,48.5197,25.6353,73.5781,44.0173,57.1039,80.1278
TRV,95.9975,39.4873,62.6897,56.1924,43.7849,68.7246,34.0123,62.7219,90.3363
TSCO,100.0,72.8953,68.5145,73.638,42.0498,62.0033,91.5111,75.7045,68.1389
TSLA,23.8627,61.3007,47.95,45.2195,36.7237,49.9295,49.6192,39.2018,63.9023
TSN,26.0676,53.5765,61.7753,60.769,44.1398,59.8504,79.4061,24.6664,61.8372
TT,97.9321,63.1864,81.1994,72.6918,78.3002,89.962,70.9925,20.0063,87.1948
TTWO,95.8954,11.5712,55.1087,36.6437,36.5579,44.3763,57.6349,71.8001,66.2767
TXN,94.5397,95.7768,88.4922,59.3064,80.8855,92.9226,88.0513,42.9896,97.5302
TXT,88.5709,53.4098,61.9138,79.9647,41.5218,63.0886,69.4939,69.2505,84.2344
TYL,96.1196,27.71,51.1456,60.4128,34.0074,65.194,32.7868,68.1991,65.1422
UAL,47.3387,52.2025,53.3424,55.6992,61.2766,41.4767,37.8308,85.2937,77.2434
UDR,93.3112,38.7931,59.2807,58.9146,0.0,72.1667,39.3476,25.2351,72.184
UHS,92.1647,15.1822,49.972,30.5469,0.0,58.4418,42.856,10.8699,81.7186
ULTA,100.0,16.5115,53.5821,54.3469,54.6579,60.3021,25.5876,31.6274,73.6887
UNH,62.8043,60.3408,50.8501,73.3423,39.4376,70.088,29.4869,59.5892,67.9432
UNP,70.9025,47.7357,77.7037,73.542,34.1291,95.0387,76.3376,70.9609,91.1209
UPS,47.8294,68.0345,65.9394,65.1657,31.9136,90.9484,21.7724,8.4158,95.982
URI,94.3262,59.9325,70.1893,62.0295,65.2904,82.876,48.561,38.0103,80.5108
USB,67.0508,63.2153,60.5046,44.7082,21.0356,59.5564,71.8585,55.2627,85.271
V,42.5104,41.3241,66.605,48.2634,51.2817,86.3267,32.68,25.973,88.7378
VFC,98.7554,64.3941,59.9281,55.0556,61.2718,44.7387,62.4553,67.5508,77.7837
VICI,100.0,37.48,51.1528,75.9007,47.943,35.5495,40.6383,98.3963,73.6275
VLO,65.3419,52.6499,46.3737,79.1865,23.3207,61.7267,28.5952,62.3721,82.9054
VMC,88.3114,55.4788,40.4358,33.6615,0.0,38.0181,63.3286,58.5039,88.1001
VRSK,95.9105,58.6437,74.1542,49.5639,48.3152,67.2665,77.7363,30.6135,84.9625
VRSN,96.3576,14.161,48.0173,55.2572,10.1699,55.5467,31.6092,72.6352,71.8007
VRTX,96.3398,34.1903,76.9712,30.1175,38.6619,79.2379,69.0279,33.8448,90.6868
VTR,100.0,75.6768,73.6803,71.3935,55.082,82.6412,45.0029,42.0518,88.0054
VTRS,31.5632,47.2065,65.3755,52.5982,48.9569,68.5698,66.2036,87.6326,83.9152
VZ,21.9067,68.3717,72.1875,64.6356,57.5686,75.0752,84.043,75.1013,68.9719
WAB,81.1334,44.9371,61.0035,40.9362,49.2408,49.6241,70.7779,55.8636,75.0995
WAT,100.0,61.157,59.5548,74.7726,26.1547,64.3014,76.5697,82.2646,68.9771
WBA,38.8948,66.2245,73.9228,81.6794,68.3486,83.9581,58.5644,84.7795,90.5022
WBD,87.8081,16.543,54.6128,38.6209,35.6088,65.2812,40.3241,8.3713,76.8274
WDC,85.2947,47.1163,50.8641,48.3003,47.0182,62.3195,39.6454,39.8617,58.8448
WEC,97.8271,63.1537,64.2525,62.9661,56.2314,52.7714,62.24,89.5173,89.0987
WELL,100.0,77.7084,67.527,52.9297,42.12,77.6099,40.7397,33.0666,80.8877
WFC,12.9319,78.0841,74.9877,72.114,39.7472,86.0304,71.1811,67.6489,88.3032
WHR,59.0799,83.5592,75.7201,43.7703,58.9534,77.2089,87.2402,46.1098,85.3423
WM,75.6664,77.7501,83.7076,87.3294,64.6604,84.8124,95.8124,91.091,96.6932
WMB,75.4298,61.7945,51.2173,78.1875,16.2711,84.8588,18.7446,76.8071,81.9153
WMT,5.2376,78.9391,76.5334,78.4763,78.5497,84.3448,59.1777,63.5567,91.3649
WRB,96.0536,37.0121,44.8322,50.326,0.0,42.7024,55.2482,52.8836,65.7416
WRK,100.0,56.0999,58.2185,67.9173,52.0126,69.6769,53.1857,44.4743,62.1504
WST,100.0,40.9702,76.6596,89.9381,63.7143,77.8289,74.1695,73.9185,91.7159
WTW,78.3473,27.2768,47.1242,74.4335,23.7044,59.3578,33.2785,83.9287,58.7957
WY,84.7775,81.5869,82.8194,75.8458,89.3017,84.5278,62.6586,86.6145,93.3406
WYNN,75.1484,54.732,59.3427,49.1964,39.1574,61.1206,55.9074,39.3299,80.0743
XEL,71.4058,77.5469,69.6379,84.6154,51.5634,63.2851,74.1099,77.3176,90.9434
XOM,9.4326,84.0913,75.3784,67.7935,55.9061,81.1581,90.6651,43.7432,93.1351
XRAY,87.3945,34.8558,56.3426,35.0197,56.9009,66.9971,43.6487,31.3459,63.0263
XYL,100.0,71.7705,71.7629,78.5778,64.2376,86.2115,63.6147,61.0931,76.8393
YUM,51.0775,78.8148,83.4816,55.6135,65.3163,87.8698,93.1802,68.6269,76.6069
ZBH,89.7955,32.7105,66.5618,53.1751,51.8028,71.3535,67.6349,58.5852,76.4395
ZBRA,93.4577,8.9038,48.9329,46.9699,51.1013,25.0834,47.2043,16.33,67.728
ZION,98.2194,24.0101,39.5014,55.2106,0.0,41.471,26.4333,59.3666,77.5346
ZTS,100.0,49.4457,68.473,54.1118,66.9773,72.3463,59.977,61.365,74.0422
